;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
1901;2014-10-05;100.0;email,phone,facebook,reviews,jumio,work_email;Chamberí;-3.7162563381336366;Entire home/apt;5;3.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;150.0;;;1;0;12;2;80.0;9.0;7.0;10.0;8.0;9.0;8.0;moderate;1.0;0.38;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
852;2016-11-30;100.0;email,phone,google,reviews,jumio,government_id;Centro;-3.6977542330982014;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;43.0;150.0;20.0;2;10;4;27;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;7.57;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
4980;2016-12-07;96.0;email,phone,reviews;Centro;-3.699152259217148;Private room;2;1.0;1.0;Wireless Internet,Smoking allowed,Pets allowed,Elevator in building,Essentials,Shampoo;30.0;;;1;0;3;12;90.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.0;3.83;Host Has Profile Pic,Requires License,Instant Bookable
2329;2013-01-12;100.0;email,phone,facebook,reviews,jumio,government_id;Centro;-3.7010013810612943;Entire home/apt;2;1.0;;TV,Internet,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;38.0;90.0;15.0;1;0;2;253;91.0;9.0;10.0;10.0;10.0;9.0;9.0;moderate;1.0;4.96;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
10987;2015-10-01;100.0;email,phone,google,reviews,jumio,government_id;Centro;-3.7077083180928647;Entire home/apt;8;1.5;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox;159.0;;25.0;2;15;9;6;100.0;9.0;10.0;10.0;10.0;10.0;10.0;strict;11.0;5.45;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
2018;2015-12-07;;email,phone,reviews,jumio;San Blas - Canillejas;-3.5828381515994816;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron;32.0;90.0;21.0;1;0;0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;flexible;1.0;0.06;Host Has Profile Pic,Host Identity Verified,Requires License
14131;2014-06-12;100.0;email,phone,reviews;Arganzuela;-3.69489589848582;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;13.0;84.0;10.0;1;0;4;12;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;1.6;Host Is Superhost,Host Has Profile Pic,Requires License
14236;2014-04-17;100.0;email,phone,linkedin,reviews;Ciudad Lineal;-3.6426764399262166;Private room;1;1.0;1.0;Internet,Wireless Internet,Kitchen,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;21.0;;;1;10;17;17;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;2.82;Host Has Profile Pic,Requires License
11614;2011-11-02;100.0;email,phone,reviews,jumio;Latina;-3.7238608506458135;Private room;1;2.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;28.0;;6.0;1;0;26;8;93.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;1.0;0.26;Host Has Profile Pic,Host Identity Verified,Requires License,Require Guest Profile Picture
5666;2013-05-30;100.0;email,phone,reviews;Arganzuela;-3.7193166323755578;Entire home/apt;2;1.0;1.0;Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;49.0;;20.0;2;15;0;10;90.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;1.0;0.93;Host Has Profile Pic,Is Location Exact,Requires License
3769;2016-08-09;100.0;email,phone,reviews;Centro;-3.6996382760075037;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Self Check-In,Doorman Entry;120.0;;;2;30;10;4;95.0;10.0;10.0;9.0;9.0;10.0;9.0;moderate;4.0;1.06;Host Has Profile Pic,Is Location Exact,Requires License
7039;2009-08-14;100.0;email,phone,reviews,kba;Moncloa - Aravaca;-3.717761393256577;Private room;1;2.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;23.0;;45.0;1;14;18;2;90.0;8.0;9.0;10.0;10.0;9.0;8.0;strict;1.0;0.5;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
10187;2012-09-08;100.0;email,phone,reviews;Salamanca;-3.685916782606134;Private room;1;1.0;1.0;Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Fire extinguisher,Essentials;34.0;;;1;0;1;11;87.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;7.0;0.35;Host Has Profile Pic,Is Location Exact,Requires License
12528;2016-10-03;100.0;email,phone,google,reviews,jumio,government_id;Moratalaz;-3.643672581914897;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Essentials,Shampoo;15.0;;;1;10;25;6;93.0;9.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;1.2;Host Has Profile Pic,Host Identity Verified,Requires License
8543;2017-03-04;;email,phone;Puente de Vallecas;-3.6443896784505756;Private room;2;1.5;1.0;Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;40.0;100.0;10.0;1;5;29;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Requires License
2317;2016-08-04;;email,phone;Centro;-3.7113852232458497;Private room;1;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Heating,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;42.0;;;1;0;29;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Is Location Exact,Requires License
73;2016-02-15;100.0;phone,facebook,reviews,jumio;Carabanchel;-3.7311895193817137;Private room;1;1.0;1.0;Wireless Internet,Heating,Essentials,Shampoo;23.0;;;1;0;21;4;95.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.0;0.42;Host Has Profile Pic,Requires License
8590;2013-12-03;100.0;email,phone,reviews;Centro;-3.702540723146925;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;54.0;300.0;25.0;1;5;1;15;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;3.98;Host Has Profile Pic,Is Location Exact,Requires License
8091;2010-06-10;100.0;email,phone,reviews,jumio,offline_government_id,government_id;Centro;-3.7045009970921834;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;75.0;200.0;50.0;2;0;5;56;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;4.0;1.91;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
12515;2016-11-18;0.0;email,phone;Usera;-3.7080860442024974;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49;30.0;;;1;0;30;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
11645;2012-04-17;;email,phone,facebook,reviews,jumio,government_id;Ciudad Lineal;-3.6580273616699;Entire home/apt;2;1.0;1.0;Kitchen,Heating,Washer,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;24.0;100.0;15.0;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Host Identity Verified,Requires License
1821;2016-04-30;100.0;email,phone,reviews;Vicálvaro;-3.600766789876253;Private room;1;1.0;1.0;Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Essentials;20.0;;;1;0;30;0;;;;;;;;strict;7.0;;Host Has Profile Pic,Requires License
4763;2015-01-27;100.0;email,phone,facebook,reviews,jumio;Centro;-3.705833354261253;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Stair gates,Window guards,Room-darkening shades,Game console;69.0;;25.0;1;6;4;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.0;2.65;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
3441;2014-08-02;92.0;email,phone,facebook,reviews;Centro;-3.7018626498210065;Entire home/apt;2;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;44.0;;;1;0;3;154;90.0;10.0;9.0;9.0;9.0;9.0;9.0;moderate;1.0;5.33;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
5153;2014-06-02;;phone,reviews;Retiro;-3.6742510592477338;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;29.0;;;1;0;0;30;89.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;1.0;2.12;Host Has Profile Pic,Is Location Exact,Requires License
1444;2015-04-14;100.0;email,phone,reviews;Centro;-3.707535241837488;Entire home/apt;4;1.0;2.0;TV,Internet,Air conditioning,Kitchen,Elevator in building,Family/kid friendly,Washer,First aid kit,Essentials;55.0;;;2;10;5;67;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;3.0;3.38;Host Has Profile Pic,Is Location Exact,Requires License
12179;2016-12-07;100.0;email,phone,google,reviews,jumio,offline_government_id,government_id;Centro;-3.708933355284759;Entire home/apt;3;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50,Crib;66.0;95.0;25.0;1;0;8;11;96.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;3.0;4.58;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
10268;2016-08-12;96.0;email,phone,reviews;Centro;-3.69365854305069;Entire home/apt;3;1.0;0.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;89.0;;;1;0;15;0;;;;;;;;flexible;29.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
12870;2015-05-11;100.0;email,phone,reviews;Centro;-3.7029455711501913;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;39.0;200.0;20.0;2;15;6;73;87.0;9.0;9.0;10.0;9.0;10.0;9.0;strict;4.0;3.72;Host Has Profile Pic,Requires License,Instant Bookable
11557;2012-09-14;100.0;email,phone,reviews,jumio,offline_government_id,government_id;Salamanca;-3.6900694499879783;Entire home/apt;6;3.0;3.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;536.0;;103.0;1;0;11;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;77.0;0.74;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
13011;2013-09-12;88.0;email,phone,reviews,jumio;Arganzuela;-3.7038872236700393;Private room;1;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;25.0;;6.0;1;0;26;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;0.88;Host Has Profile Pic,Host Identity Verified,Requires License
8055;2014-07-08;100.0;email,phone,reviews;Centro;-3.6964108718323816;Entire home/apt;4;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;150.0;20.0;2;15;5;131;94.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.0;5.5;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
1998;2015-10-02;100.0;email,phone,reviews,jumio;Puente de Vallecas;-3.666641509450818;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;;;2;0;30;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;0.37;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
7778;2015-04-07;50.0;email,phone,reviews;Centro;-3.705407362659397;Private room;2;5.0;1.0;TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;32.0;200.0;;1;0;0;0;;;;;;;;strict;38.0;;Host Has Profile Pic,Is Location Exact,Requires License
13948;2014-05-06;100.0;email,phone,reviews,jumio,work_email;Centro;-3.708542640899159;Entire home/apt;4;1.0;2.0;Cable TV,Wireless Internet,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;100.0;30.0;2;12;13;34;82.0;9.0;9.0;9.0;9.0;9.0;8.0;strict;7.0;1.4;Host Has Profile Pic,Host Identity Verified,Requires License
1268;2017-03-08;100.0;email,phone;Chamberí;-3.707217367011988;Entire home/apt;4;1.0;2.0;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;90.0;300.0;30.0;1;0;2;2;100.0;10.0;10.0;10.0;10.0;8.0;10.0;strict;1.0;2.0;Host Has Profile Pic,Is Location Exact,Requires License
294;2014-08-09;100.0;email,phone,facebook,reviews,work_email;Chamberí;-3.712510284728536;Private room;2;1.0;1.0;TV,Wireless Internet,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.0;300.0;8.0;1;7;29;10;87.0;9.0;9.0;10.0;9.0;9.0;9.0;strict;2.0;0.54;Host Has Profile Pic,Requires License
11146;2016-08-21;100.0;email,phone,reviews;Centro;-3.712970240264947;Private room;2;1.0;1.0;TV,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50;40.0;;10.0;1;10;13;19;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;2.64;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License
9064;2017-02-14;100.0;email,phone;Moncloa - Aravaca;-3.716182852702605;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer;66.0;;;1;0;4;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Requires License
10882;2013-08-24;100.0;email,phone,reviews,jumio,government_id;Centro;-3.702666098942248;Private room;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room;49.0;;;1;0;15;0;;;;;;;;flexible;2.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
13044;2012-02-07;100.0;email,phone,reviews,jumio;Carabanchel;-3.733852567342125;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo;30.0;;;1;0;3;6;97.0;10.0;10.0;10.0;10.0;8.0;10.0;strict;2.0;0.31;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
8555;2015-02-11;100.0;email,phone,reviews;Centro;-3.7090915387228565;Shared room;4;1.0;1.0;Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;19.0;100.0;;1;19;23;24;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;5.0;1.25;Host Has Profile Pic,Is Location Exact,Requires License
6582;2015-07-08;;email,phone,reviews,jumio;Arganzuela;-3.695803105283868;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Laptop friendly workspace;30.0;;10.0;2;0;28;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
13731;2013-04-22;;email,phone,reviews;Centro;-3.696594503246772;Private room;2;1.0;1.0;Wireless Internet,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;45.0;100.0;10.0;1;0;0;147;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;5.54;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
13052;2012-02-22;;email,phone,reviews;Usera;-3.7100307745807815;Entire home/apt;3;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;85.0;;;1;0;0;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Requires License
10826;2015-06-08;100.0;email,phone,reviews,jumio;Centro;-3.6993179395469666;Private room;1;1.0;1.0;Internet,Wireless Internet,Breakfast,Buzzer/wireless intercom,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;15.0;;6.0;1;0;3;74;83.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;2.0;7.03;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
13629;2016-10-06;100.0;reviews;Centro;-3.7105887260093273;Entire home/apt;4;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;58.0;150.0;24.0;2;10;8;13;95.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;1.0;2.65;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
12202;2014-07-19;100.0;email,phone,reviews,jumio;Centro;-3.711343906655386;Entire home/apt;5;2.0;2.0;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;125.0;200.0;50.0;4;30;14;61;90.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;2.0;2.15;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6652;2015-04-25;100.0;email,phone,reviews,jumio;Retiro;-3.6766696863532577;Entire home/apt;3;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;59.0;;15.0;2;10;10;21;94.0;10.0;10.0;9.0;9.0;9.0;10.0;strict;3.0;1.03;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
10559;2015-04-23;70.0;email,phone,reviews,jumio,work_email;Latina;-3.7634162233670847;Entire home/apt;4;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron,Laptop friendly workspace;50.0;200.0;50.0;1;0;10;4;90.0;10.0;10.0;10.0;10.0;8.0;9.0;strict;1.0;0.86;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
3861;2016-01-12;99.0;email,phone,reviews,jumio;Retiro;-3.678762881475842;Entire home/apt;6;3.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;150.0;;40.0;4;15;7;15;91.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;67.0;2.3;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
8012;2016-10-04;100.0;email,phone,google,reviews,jumio,offline_government_id,government_id;Centro;-3.712160583740738;Shared room;10;8.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron;15.0;;;1;15;21;0;;;;;;;;flexible;6.0;;Host Has Profile Pic,Host Identity Verified,Requires License
10661;2016-11-09;100.0;email,phone,reviews;Tetuán;-3.708310025412007;Entire home/apt;8;2.0;3.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;87.0;150.0;;4;5;7;16;95.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.0;4.17;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
115;2011-07-26;100.0;email,phone,reviews,kba;Moncloa - Aravaca;-3.7257656870303153;Entire home/apt;3;1.0;4.0;TV,Kitchen,Heating,Washer,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;50.0;100.0;30.0;1;15;11;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Host Identity Verified,Requires License
10400;2015-12-19;100.0;email,phone,reviews,jumio;Salamanca;-3.6719807989598667;Entire home/apt;6;2.0;2.0;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron;85.0;200.0;30.0;2;10;0;18;89.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.0;1.17;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
7529;2016-01-12;99.0;email,phone,reviews,jumio;Centro;-3.71199893307932;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo;86.0;300.0;40.0;2;10;0;0;;;;;;;;strict;67.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
10186;2016-06-13;100.0;email,phone,linkedin,reviews,jumio,government_id;Salamanca;-3.68444330723064;Entire home/apt;4;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;150.0;250.0;78.0;1;0;11;0;;;;;;;;strict;11.0;;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
7746;2012-07-19;99.0;email,phone,reviews,jumio,government_id;Salamanca;-3.669908997361551;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;19.0;;;1;0;0;56;85.0;8.0;8.0;9.0;9.0;9.0;9.0;strict;33.0;1.12;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable,Require Guest Phone Verification
